filename,url,score,doorway_risk,suggested_actions
animatori-petreceri-copii-minnie-mouse-petrachioaia.mdx,https://superparty.ro/petreceri/animatori-petreceri-copii-minnie-mouse-petrachioaia,3.7,high,"Rescrie: Similaritate masiva (1.0) cu animatori-petreceri-copii-minnie-mouse-branesti.mdx. Posibil 301/unificare. | RISC DOORWAY. Adauga NOINDEX temporar pana la rescrierea diversificata. | Adauga Schema.org JSON-LD injectat din Frontmatter. | Ajusteaza title: are 99 chars sau lipsesc kw (animatori). | Ajusteaza meta desc (are 161 chars, ideal 150-160)."
animatori-petreceri-copii-miraculous-ladybug-afumati.mdx,https://superparty.ro/petreceri/animatori-petreceri-copii-miraculous-ladybug-afumati,3.7,high,"Rescrie: Similaritate masiva (1.0) cu animatori-petreceri-copii-miraculous-ladybug-copaceni.mdx. Posibil 301/unificare. | RISC DOORWAY. Adauga NOINDEX temporar pana la rescrierea diversificata. | Adauga Schema.org JSON-LD injectat din Frontmatter. | Ajusteaza title: are 100 chars sau lipsesc kw (animatori). | Ajusteaza meta desc (are 162 chars, ideal 150-160)."
animatori-petreceri-copii-miraculous-ladybug-copaceni.mdx,https://superparty.ro/petreceri/animatori-petreceri-copii-miraculous-ladybug-copaceni,3.7,high,"Rescrie: Similaritate masiva (1.0) cu animatori-petreceri-copii-miraculous-ladybug-afumati.mdx. Posibil 301/unificare. | RISC DOORWAY. Adauga NOINDEX temporar pana la rescrierea diversificata. | Adauga Schema.org JSON-LD injectat din Frontmatter. | Ajusteaza title: are 101 chars sau lipsesc kw (animatori). | Ajusteaza meta desc (are 163 chars, ideal 150-160)."
animatori-petreceri-copii-skye-paw-patrol-ciorogarla.mdx,https://superparty.ro/petreceri/animatori-petreceri-copii-skye-paw-patrol-ciorogarla,3.7,high,"Rescrie: Similaritate masiva (1.0) cu animatori-petreceri-copii-skye-paw-patrol-baneasa.mdx. Posibil 301/unificare. | RISC DOORWAY. Adauga NOINDEX temporar pana la rescrierea diversificata. | Adauga Schema.org JSON-LD injectat din Frontmatter. | Ajusteaza title: are 100 chars sau lipsesc kw (animatori). | Ajusteaza meta desc (are 162 chars, ideal 150-160)."
auto-assign-banners.mdx,https://superparty.ro/petreceri/auto-assign-banners,3.7,high,"Rescrie: Similaritate masiva (1.0) cu animatopia-despre-noi-echipa-animatori.mdx. Posibil 301/unificare. | RISC DOORWAY. Adauga NOINDEX temporar pana la rescrierea diversificata. | Adauga Schema.org JSON-LD injectat din Frontmatter. | Ajusteaza title: are 101 chars sau lipsesc kw (animatori). | Ajusteaza meta desc (are 162 chars, ideal 150-160)."
baloane-decor.mdx,https://superparty.ro/petreceri/baloane-decor,3.7,high,"Rescrie: Similaritate masiva (1.0) cu animatopia-despre-noi-echipa-animatori.mdx. Posibil 301/unificare. | RISC DOORWAY. Adauga NOINDEX temporar pana la rescrierea diversificata. | Adauga Schema.org JSON-LD injectat din Frontmatter. | Ajusteaza title: are 101 chars sau lipsesc kw (animatori). | Ajusteaza meta desc (are 162 chars, ideal 150-160)."
baloane-modelate-copii-petreceri-ce-se-poate-face.mdx,https://superparty.ro/petreceri/baloane-modelate-copii-petreceri-ce-se-poate-face,3.7,high,"Rescrie: Similaritate masiva (1.0) cu animatopia-despre-noi-echipa-animatori.mdx. Posibil 301/unificare. | RISC DOORWAY. Adauga NOINDEX temporar pana la rescrierea diversificata. | Adauga Schema.org JSON-LD injectat din Frontmatter. | Ajusteaza title: are 101 chars sau lipsesc kw (animatori). | Ajusteaza meta desc (are 162 chars, ideal 150-160)."
cat-costa-animator-petreceri-copii-2025-preturi.mdx,https://superparty.ro/petreceri/cat-costa-animator-petreceri-copii-2025-preturi,3.7,high,"Rescrie: Similaritate masiva (1.0) cu animatopia-despre-noi-echipa-animatori.mdx. Posibil 301/unificare. | RISC DOORWAY. Adauga NOINDEX temporar pana la rescrierea diversificata. | Adauga Schema.org JSON-LD injectat din Frontmatter. | Ajusteaza title: are 101 chars sau lipsesc kw (animatori). | Ajusteaza meta desc (are 162 chars, ideal 150-160)."
ce-include-pachet-animatori-petreceri-copii-complet.mdx,https://superparty.ro/petreceri/ce-include-pachet-animatori-petreceri-copii-complet,3.7,high,"Rescrie: Similaritate masiva (1.0) cu animatopia-despre-noi-echipa-animatori.mdx. Posibil 301/unificare. | RISC DOORWAY. Adauga NOINDEX temporar pana la rescrierea diversificata. | Adauga Schema.org JSON-LD injectat din Frontmatter. | Ajusteaza title: are 101 chars sau lipsesc kw (animatori). | Ajusteaza meta desc (are 162 chars, ideal 150-160)."
cum-alegi-animator-bun-petrecere-copil-ghid-2025.mdx,https://superparty.ro/petreceri/cum-alegi-animator-bun-petrecere-copil-ghid-2025,3.7,high,"Rescrie: Similaritate masiva (1.0) cu animatopia-despre-noi-echipa-animatori.mdx. Posibil 301/unificare. | RISC DOORWAY. Adauga NOINDEX temporar pana la rescrierea diversificata. | Adauga Schema.org JSON-LD injectat din Frontmatter. | Ajusteaza title: are 101 chars sau lipsesc kw (animatori). | Ajusteaza meta desc (are 162 chars, ideal 150-160)."
cum-faci-surpriza-petrecere-copii-sfaturi.mdx,https://superparty.ro/petreceri/cum-faci-surpriza-petrecere-copii-sfaturi,3.7,high,"Rescrie: Similaritate masiva (1.0) cu animatopia-despre-noi-echipa-animatori.mdx. Posibil 301/unificare. | RISC DOORWAY. Adauga NOINDEX temporar pana la rescrierea diversificata. | Adauga Schema.org JSON-LD injectat din Frontmatter. | Ajusteaza title: are 101 chars sau lipsesc kw (animatori). | Ajusteaza meta desc (are 162 chars, ideal 150-160)."
cum-implici-copilul-planificarea-petrecerii.mdx,https://superparty.ro/petreceri/cum-implici-copilul-planificarea-petrecerii,3.7,high,"Rescrie: Similaritate masiva (1.0) cu animatopia-despre-noi-echipa-animatori.mdx. Posibil 301/unificare. | RISC DOORWAY. Adauga NOINDEX temporar pana la rescrierea diversificata. | Adauga Schema.org JSON-LD injectat din Frontmatter. | Ajusteaza title: are 101 chars sau lipsesc kw (animatori). | Ajusteaza meta desc (are 162 chars, ideal 150-160)."
cum-organizezi-petrecere-acasa-ghid-complet.mdx,https://superparty.ro/petreceri/cum-organizezi-petrecere-acasa-ghid-complet,3.7,high,"Rescrie: Similaritate masiva (1.0) cu animatopia-despre-noi-echipa-animatori.mdx. Posibil 301/unificare. | RISC DOORWAY. Adauga NOINDEX temporar pana la rescrierea diversificata. | Adauga Schema.org JSON-LD injectat din Frontmatter. | Ajusteaza title: are 101 chars sau lipsesc kw (animatori). | Ajusteaza meta desc (are 162 chars, ideal 150-160)."
diplome-premii-petreceri-copii-idei.mdx,https://superparty.ro/petreceri/diplome-premii-petreceri-copii-idei,3.7,high,"Rescrie: Similaritate masiva (1.0) cu animatopia-despre-noi-echipa-animatori.mdx. Posibil 301/unificare. | RISC DOORWAY. Adauga NOINDEX temporar pana la rescrierea diversificata. | Adauga Schema.org JSON-LD injectat din Frontmatter. | Ajusteaza title: are 101 chars sau lipsesc kw (animatori). | Ajusteaza meta desc (are 162 chars, ideal 150-160)."
fotografii-frumoase-petrecere-copil-sfaturi.mdx,https://superparty.ro/petreceri/fotografii-frumoase-petrecere-copil-sfaturi,3.7,high,"Rescrie: Similaritate masiva (1.0) cu animatopia-despre-noi-echipa-animatori.mdx. Posibil 301/unificare. | RISC DOORWAY. Adauga NOINDEX temporar pana la rescrierea diversificata. | Adauga Schema.org JSON-LD injectat din Frontmatter. | Ajusteaza title: are 101 chars sau lipsesc kw (animatori). | Ajusteaza meta desc (are 162 chars, ideal 150-160)."
fotografii-petrecere-copii-cum-capturezi-cei-mai-buni.mdx,https://superparty.ro/petreceri/fotografii-petrecere-copii-cum-capturezi-cei-mai-buni,3.7,high,"Rescrie: Similaritate masiva (1.0) cu animatopia-despre-noi-echipa-animatori.mdx. Posibil 301/unificare. | RISC DOORWAY. Adauga NOINDEX temporar pana la rescrierea diversificata. | Adauga Schema.org JSON-LD injectat din Frontmatter. | Ajusteaza title: are 101 chars sau lipsesc kw (animatori). | Ajusteaza meta desc (are 162 chars, ideal 150-160)."
goodie-bags-petreceri-copii-idei-originale.mdx,https://superparty.ro/petreceri/goodie-bags-petreceri-copii-idei-originale,3.7,high,"Rescrie: Similaritate masiva (1.0) cu animatopia-despre-noi-echipa-animatori.mdx. Posibil 301/unificare. | RISC DOORWAY. Adauga NOINDEX temporar pana la rescrierea diversificata. | Adauga Schema.org JSON-LD injectat din Frontmatter. | Ajusteaza title: are 101 chars sau lipsesc kw (animatori). | Ajusteaza meta desc (are 162 chars, ideal 150-160)."
greseli-frecvente-organizare-petreceri-copii.mdx,https://superparty.ro/petreceri/greseli-frecvente-organizare-petreceri-copii,3.7,high,"Rescrie: Similaritate masiva (1.0) cu animatopia-despre-noi-echipa-animatori.mdx. Posibil 301/unificare. | RISC DOORWAY. Adauga NOINDEX temporar pana la rescrierea diversificata. | Adauga Schema.org JSON-LD injectat din Frontmatter. | Ajusteaza title: are 101 chars sau lipsesc kw (animatori). | Ajusteaza meta desc (are 162 chars, ideal 150-160)."
intrebari-frecvente-animatori-petreceri-copii-faq.mdx,https://superparty.ro/petreceri/intrebari-frecvente-animatori-petreceri-copii-faq,3.7,high,"Rescrie: Similaritate masiva (1.0) cu animatopia-despre-noi-echipa-animatori.mdx. Posibil 301/unificare. | RISC DOORWAY. Adauga NOINDEX temporar pana la rescrierea diversificata. | Adauga Schema.org JSON-LD injectat din Frontmatter. | Ajusteaza title: are 101 chars sau lipsesc kw (animatori). | Ajusteaza meta desc (are 162 chars, ideal 150-160)."
jocuri-interactive-copii-petreceri-top-10.mdx,https://superparty.ro/petreceri/jocuri-interactive-copii-petreceri-top-10,3.7,high,"Rescrie: Similaritate masiva (1.0) cu animatopia-despre-noi-echipa-animatori.mdx. Posibil 301/unificare. | RISC DOORWAY. Adauga NOINDEX temporar pana la rescrierea diversificata. | Adauga Schema.org JSON-LD injectat din Frontmatter. | Ajusteaza title: are 101 chars sau lipsesc kw (animatori). | Ajusteaza meta desc (are 162 chars, ideal 150-160)."
numar-ideal-invitati-petrecere-copil-sfaturi.mdx,https://superparty.ro/petreceri/numar-ideal-invitati-petrecere-copil-sfaturi,3.7,high,"Rescrie: Similaritate masiva (1.0) cu animatopia-despre-noi-echipa-animatori.mdx. Posibil 301/unificare. | RISC DOORWAY. Adauga NOINDEX temporar pana la rescrierea diversificata. | Adauga Schema.org JSON-LD injectat din Frontmatter. | Ajusteaza title: are 101 chars sau lipsesc kw (animatori). | Ajusteaza meta desc (are 162 chars, ideal 150-160)."
ocazii-speciale.mdx,https://superparty.ro/petreceri/ocazii-speciale,3.7,high,"Rescrie: Similaritate masiva (1.0) cu animatopia-despre-noi-echipa-animatori.mdx. Posibil 301/unificare. | RISC DOORWAY. Adauga NOINDEX temporar pana la rescrierea diversificata. | Adauga Schema.org JSON-LD injectat din Frontmatter. | Ajusteaza title: are 101 chars sau lipsesc kw (animatori). | Ajusteaza meta desc (are 162 chars, ideal 150-160)."
personaje-costume.mdx,https://superparty.ro/petreceri/personaje-costume,3.7,high,"Rescrie: Similaritate masiva (1.0) cu animatopia-despre-noi-echipa-animatori.mdx. Posibil 301/unificare. | RISC DOORWAY. Adauga NOINDEX temporar pana la rescrierea diversificata. | Adauga Schema.org JSON-LD injectat din Frontmatter. | Ajusteaza title: are 101 chars sau lipsesc kw (animatori). | Ajusteaza meta desc (are 162 chars, ideal 150-160)."
petrecere-copii-zero-stres-parinti-sfaturi.mdx,https://superparty.ro/petreceri/petrecere-copii-zero-stres-parinti-sfaturi,3.7,high,"Rescrie: Similaritate masiva (1.0) cu animatopia-despre-noi-echipa-animatori.mdx. Posibil 301/unificare. | RISC DOORWAY. Adauga NOINDEX temporar pana la rescrierea diversificata. | Adauga Schema.org JSON-LD injectat din Frontmatter. | Ajusteaza title: are 101 chars sau lipsesc kw (animatori). | Ajusteaza meta desc (are 162 chars, ideal 150-160)."
petrecere-tematica-bluey-keepy-uppy-copii.mdx,https://superparty.ro/petreceri/petrecere-tematica-bluey-keepy-uppy-copii,3.7,high,"Rescrie: Similaritate masiva (1.0) cu animatopia-despre-noi-echipa-animatori.mdx. Posibil 301/unificare. | RISC DOORWAY. Adauga NOINDEX temporar pana la rescrierea diversificata. | Adauga Schema.org JSON-LD injectat din Frontmatter. | Ajusteaza title: are 101 chars sau lipsesc kw (animatori). | Ajusteaza meta desc (are 162 chars, ideal 150-160)."
pictura-pe-fata-petreceri-copii-ghid-complet.mdx,https://superparty.ro/petreceri/pictura-pe-fata-petreceri-copii-ghid-complet,3.7,high,"Rescrie: Similaritate masiva (1.0) cu animatopia-despre-noi-echipa-animatori.mdx. Posibil 301/unificare. | RISC DOORWAY. Adauga NOINDEX temporar pana la rescrierea diversificata. | Adauga Schema.org JSON-LD injectat din Frontmatter. | Ajusteaza title: are 101 chars sau lipsesc kw (animatori). | Ajusteaza meta desc (are 162 chars, ideal 150-160)."
rezervare-animatori-petreceri-din-timp-importanta.mdx,https://superparty.ro/petreceri/rezervare-animatori-petreceri-din-timp-importanta,3.7,high,"Rescrie: Similaritate masiva (1.0) cu animatopia-despre-noi-echipa-animatori.mdx. Posibil 301/unificare. | RISC DOORWAY. Adauga NOINDEX temporar pana la rescrierea diversificata. | Adauga Schema.org JSON-LD injectat din Frontmatter. | Ajusteaza title: are 101 chars sau lipsesc kw (animatori). | Ajusteaza meta desc (are 162 chars, ideal 150-160)."
seo-local-test-abc123.mdx,https://superparty.ro/petreceri/seo-local-test-abc123,3.7,high,"Rescrie: Similaritate masiva (1.0) cu animatopia-despre-noi-echipa-animatori.mdx. Posibil 301/unificare. | RISC DOORWAY. Adauga NOINDEX temporar pana la rescrierea diversificata. | Adauga Schema.org JSON-LD injectat din Frontmatter. | Ajusteaza title: are 101 chars sau lipsesc kw (animatori). | Ajusteaza meta desc (are 162 chars, ideal 150-160)."
seo-local.mdx,https://superparty.ro/petreceri/seo-local,3.7,high,"Rescrie: Similaritate masiva (1.0) cu animatopia-despre-noi-echipa-animatori.mdx. Posibil 301/unificare. | RISC DOORWAY. Adauga NOINDEX temporar pana la rescrierea diversificata. | Adauga Schema.org JSON-LD injectat din Frontmatter. | Ajusteaza title: are 101 chars sau lipsesc kw (animatori). | Ajusteaza meta desc (are 162 chars, ideal 150-160)."
sfaturi-ghiduri.mdx,https://superparty.ro/petreceri/sfaturi-ghiduri,3.7,high,"Rescrie: Similaritate masiva (1.0) cu animatopia-despre-noi-echipa-animatori.mdx. Posibil 301/unificare. | RISC DOORWAY. Adauga NOINDEX temporar pana la rescrierea diversificata. | Adauga Schema.org JSON-LD injectat din Frontmatter. | Ajusteaza title: are 101 chars sau lipsesc kw (animatori). | Ajusteaza meta desc (are 162 chars, ideal 150-160)."
teme-petrecere.mdx,https://superparty.ro/petreceri/teme-petrecere,3.7,high,"Rescrie: Similaritate masiva (1.0) cu animatopia-despre-noi-echipa-animatori.mdx. Posibil 301/unificare. | RISC DOORWAY. Adauga NOINDEX temporar pana la rescrierea diversificata. | Adauga Schema.org JSON-LD injectat din Frontmatter. | Ajusteaza title: are 101 chars sau lipsesc kw (animatori). | Ajusteaza meta desc (are 162 chars, ideal 150-160)."
tot-ce-trebuie-sa-stii-angajare-animator-costumat.mdx,https://superparty.ro/petreceri/tot-ce-trebuie-sa-stii-angajare-animator-costumat,3.7,high,"Rescrie: Similaritate masiva (1.0) cu animatopia-despre-noi-echipa-animatori.mdx. Posibil 301/unificare. | RISC DOORWAY. Adauga NOINDEX temporar pana la rescrierea diversificata. | Adauga Schema.org JSON-LD injectat din Frontmatter. | Ajusteaza title: are 101 chars sau lipsesc kw (animatori). | Ajusteaza meta desc (are 162 chars, ideal 150-160)."
